,lyrics,class
732,再看看有多少路已经走过,10.1
733,别过头叹口气再选票订个软卧,10.1
734,人生的路有迷茫,10.1
735,还有大堆的繁琐,10.1
736,你一件一件解决好像也不会很快乐,10.1
737,但是 你要想清楚结果,10.1
738,会否带来灾祸,10.1
739,然后再三祈祷不要出事,10.1
740,Say 南无阿弥陀佛,10.1
741,你本来也不信佛,10.1
742,可你还是想利用宗教逃避你的过错,10.1
743,或许你时而冷漠,10.1
744,时而无心任何反驳,10.1
745,这个世界,10.1
746,本来就分不出什么对错,10.1
747,你不屑他们说的,10.1
748,只过自己的生活,10.1
749,在旁人看来你好像活的十分洒脱,10.1
750,但其实并非如此,10.1
751,你停止不了犯错,10.1
752,也许你该静下心来听听他们怎么说,10.1
753,他们总说恋爱的人少了一些心机,10.1
754,却不知哪里多了几分细腻,10.1
755,他们总说你曾经一直保持着神秘,10.1
756,现在似乎变得比较有趣,10.1
757,他们总说×6,10.1
758,要怎么做才会fine,10.1
759,苦尽甘来,10.1
760,逍遥自在,10.1
761,什么样的人生最精彩,10.1
762,当列车开动的一刹那,10.1
763,心里不免热血澎湃,10.1
764,拨通和爱人的电话,10.1
765,一字一句都太无奈,10.1
766,总抱怨太 无奈,10.1
767,谁的人生不 失败,10.1
768,还总是倔 强的像个未出世的小孩,10.1
769,分不清什么是wrong,10.1
770,更不懂什么是right,10.1
771,直到自己所追求的事物都慢慢没了情怀,10.1
772,不要对朋友不理不睬 友谊出现了雾霾,10.1
773,积攒多年的感情不能被任性给破坏,10.1
774,那就烦恼抛开 把忧愁全都打败,10.1
775,珍惜现在拥有的 不要再刻意去伤害,10.1
1338,偶然的意外之喜,10.1
1339,从天而降的人被记载成了知己,10.1
1340,像蜻蜓点水,10.1
1341,轻盈的点缀了眼泪此外还有道不尽的原委,10.1
1342,想做个生活的导演,10.1
1343,很少见的一起经历平凡日常的考验,10.1
1344,想有个自己的家,10.1
1345,挑选喜欢的沙发,10.1
1346,将天台种满了花,10.1
1347,说自己爱上了他,10.1
1348,摸着胸口问问自己所有的经验也不过是纸上谈兵,10.1
1349,无视凡心 独占鳌头自以为能唱作梵音,10.1
1350,一句真话都没有又指望谁来听,10.1
1351,只会用“过去时”来描绘故事,10.1
1352,绞尽脑汁让自己显得不物质,10.1
1353,想要走过去但是又迈不开步子,10.1
1354,和一尊花瓶摆件那么的酷似,10.1
1355,像开了一扇窗照进了一束光,10.1
1356,从黑暗里伸出的双手抚平了受过的伤,10.1
1357,野火烧至荒草至死,10.1
1358,结果就是由始至此,10.1
1359,还没能分的清楚,10.1
1360,伪装的很辛苦,10.1
1361,笼子里的鹦鹉再阴补也倦的累的像脖子上挂满金属,10.1
1362,表达不了的情绪闭塞拥堵,10.1
1363,咬牙切齿的表情抑遏封补,10.1
1364,原来从未睁开双眼定睛,10.1
1365,一直选择把真话静音,10.1
1366,巧言令色拿捏的清,10.1
1367,与头脑里影射的人物来回校准,10.1
1368,将真实耗损 全是懊狠,10.1
1369,情感一触即发等待着一吻,10.1
1370,僵硬干涩的手臂却没力气抱稳,10.1
1371,为什么总是幻想假设,10.1
1372,总是身处苦厄,10.1
1373,为什么总是睡在左侧,10.1
1374,为什么讨厌自己本色,10.1
1375,为什么为什么为什么 为什么,10.1
1376,日记本就是最好用的临床实用手册,10.1
1377,我这 惯性的恐惧忐忑,10.1
1378,习惯了被人恐吓,10.1
1379,习惯了习惯着所有见过的威慑丑恶,10.1
1380,习惯了忍着吞咽下情绪的起伏所设,10.1
1381,只习惯于习惯中看见的所有人心叵测,10.1
1535,兵荒马乱,10.1
1536,谁说在苟延残喘,10.1
1537,你心里明明清楚知道是无法被替换,10.1
1538,那就慢慢换算,10.1
1539,即使不能阻挡的变得趋向于悲观,10.1
1540,难以容忍的是无目标的生存律动,10.1
1541,像是微小粒子无规则做布朗运动,10.1
1542,又或者如烫人的火把无规律的来回晃动,10.1
1543,那才真的叫做被动,10.1
1544,思想大屠杀里能有几个幸存者的质问,10.1
1545,暌违久矣的同路人又在哪里解锁指纹,10.1
1546,再去多问怕是脏了那经济学问,10.1
1547,只得在自己的身上做着精细缝纫,10.1
1548,轻易别问,10.1
1549,再争论未免失了分寸,10.1
1550,你该停止你虚伪的表演,10.1
1551,反正我已经不是你眼神的焦点,10.1
1552,我继续活的暗淡你继续耀眼,10.1
1553,但别在奢求我对你露出笑脸,10.1
1554,我不想整天活在梦里头,10.1
1555,就算你万般情化作绕指柔,10.1
1556,你若在天上飞我宁在海里游,10.1
1557,我不想和你有交集再听你的消息,10.1
1558,忘不掉你绵绵情话 忘不掉我苦苦挣扎,10.1
1559,寒风凛冽气温零下 你转身弃我世界崩塌,10.1
1560,可笑承诺支离破碎不分错对又爱过谁感情变成拖累,10.1
1561,回忆多美有过悔被伤透了的心岂容你来多嘴,10.1
1562,你给我描绘所有未来 我的失望变成期待,10.1
1563,你带我逛遍婚纱柜台告诉我没有任何意外,10.1
1564,你让我喝下最烈的酒 在我耳边说天长地久,10.1
1565,让我为你倾尽所有 天涯海角都跟着你走,10.1
1566,可是你依旧背叛 还想方设法欺瞒,10.1
2332,Damn 当我一碰到那面墙就好像,10.1
2333,有个人拉着我的手拖进泥浆,10.1
2334,这么受罪你的生活已经百孔千疮,10.1
2335,这么拖累难怪勾引你百试不爽,10.1
2336,那么放弃求救 如履薄冰,10.1
2337,反正挣扎这么久 也算是仁至义尽,10.1
2338,早就不再为自己 或别人辩护,10.1
2339,最后的交代也让人嫉妒,10.1
2340,我是饶舌活死人 废柴都靠边,10.1
2341,一句让你思考三天 边拍案边翻字典,10.1
2342,我把词语拆卸再拼接 意境就自动浮现,10.1
2343,踏上我制造的台阶 发现另个世界,10.1
2344,我带你探索河流的秘密,10.1
2345,沿途也探讨生命的意义,10.1
2346,经历过荒芜但伟大的爱情,10.1
2347,在现实的残酷里保护着幻境,10.1
2348,但你知道这就是逃避,10.1
2349,终究也逃不过去,10.1
2350,与其继续压抑,10.1
2351,不如痛快来个干净,10.1
2352,你是哪一种,10.1
2353,被催眠的那种,10.1
2354,最脆弱的那种,10.1
2355,享受黑暗的汹涌,10.1
2356,我是哪一种,10.1
2357,快崩溃的那种,10.1
2358,写日记来歌颂,10.1
2359,悲观者的虚荣,10.1
2360,其实这首歌 也没什么意义,10.1
2361,并无二样 跟那些自作孽的吹嘘,10.1
2362,这个年代真正的创造可能只有科技,10.1
2363,在抱怨艺术不幸前你该自己先反省,10.1
2364,你做的东西真的连艺术都算不上,10.1
2365,拜托就别在往自己的脸上贴金,10.1
2366,想过所有关于你的我的幻想,10.1
2995,他想要逃离的这座城市,10.1
2996,按照家人的意愿毕业后有了车子和房子,10.1
2997,好像父亲还在身边为了逗他扮相滑稽,10.1
2998,好像他父亲还在天国看着他默默的跟着他叹了口气,10.1
2999,我见到他在补习班和隔壁班比赛,10.1
3000,赌约是第二天的早餐多加颗鸡蛋,10.1
3001,时间是13年的夏天他第一次翘班,10.1
3002,当时我们不再wild n young但还彼此调侃,10.1
3003,但时间不可能为了谁停止,10.1
3004,才刚出发就被叫停了行驶,10.1
3005,被道德绑架的梦变了性质,10.1
3006,让他变成了行走的僵尸,10.1
3007,别被束缚 just fight for it,10.1
3008,别被束缚 just fight for it,10.1
3009,方糖泡泡-那年新塍,10.1
4497,有freestyle吗,10.1
4498,有的 好,10.1
4499,这小孩左右摇摆 向你表白,10.1
4500,给我吊牌 最好要乖,10.1
4501,你这个长发及腰的妖怪,10.1
4502,小心我开金杯把你拉到郊外,10.1
4503,怎么样,10.1
4504,我们店里还有其他的款式,10.1
4505,你考虑要不要看看啊,10.1
4506,可是这样的话对其他商家就不公平了,10.1
4507,没有关系 好 来了,10.1
4508,反正这场戏我继续演 我的口水喷了你一脸,10.1
4509,老板 你看怎么样啊,10.1
4510,我觉得不行 我觉得OK,10.1
4511,我觉得不行 我觉得其实可以,10.1
4512,我就是觉得不行 我觉得真的可以,10.1
4513,不行 不行 我觉得不行,10.1
4514,昔日地下的RZ都想排队当偶像了,10.1
4515,逢场作戏的变脸戏法确实不一般,10.1
4516,完美的表演还差一篮子土鸡蛋,10.1
4517,评委搞不懂我节奏只能跟着节拍点头,10.1
4518,挂上金链子被主人牵走 签约的都先走,10.1
4519,找不到WiFi的大不了下一季厚脸皮再来,10.1
4520,海选现场像菜市卖菜 尽显世态炎凉人生百态,10.1
4521,媒体前装乖乖,10.1
4522,我想用HipHop赚钱早就不送外卖,10.1
4523,那些围过来跟风的群众村里今年刚通网,10.1
4524,流行歌手蹭完了摇滚马上跑过来“捧场”,10.1
4525,眼看90后的演出费30多万,10.1
4526,垂死挣扎互相抱着因为不约而同地酸,10.1
4527,变声器的杀手专治不服都给我闪开,10.1
4528,变声期的稚嫩rappers还不如那些喊麦,10.1
4566,我相信我随时就能回到,10.1
4567,那还没谁中意你求生欲当肥料,10.1
4568,我相信我目标明确,10.1
4569,全天营业 不是姜太公在垂钓,10.1
4570,总有一天全世界的天空将会降临,10.1
4571,一场学名叫做JarStick的雷暴,10.1
4572,我不需要你的认同,10.1
4573,你说我能变得更红,10.1
4574,老子人生字典里面从来没有写过顺从,10.1
4575,强权压制自告奋勇,10.1
4576,耍不到一起就不耍废话少说,10.1
4577,不是一路做啥子都感觉恼火,10.1
4578,我还是我你是哪个管不到我,10.1
4579,根本不会影响好多演出找我,10.1
4580,我从八年前就开始唱说唱,10.1
4581,听到现在这些小娃儿只想 piupiu,10.1
4582,我的声音像是Bugatti 听马达轰鸣拉差距,10.1
4583,把你丢在我身后甩下尾巴 piupiu,10.1
4584,你们这些人的脑壳头装的豆腐脑 宝贝,10.1
4585,给你脸巴儿边上两哈 piupiu,10.1
4586,不需要告诉路人我的遭遇,10.1
4587,等到月圆之日我会回来找你算账 piupiu,10.1
4588,我心态放很平但总也会慢慢意识到我能够爬更高,10.1
4589,成堆的战利品被我和我兄弟得到然后无情瓜分掉,10.1
4590,我兄弟我自己罩 JarStick要来了你们快跑,10.1
4675,耶~,10.1
4676,劳白加啤酒才对我的味,10.1
4677,要搞起点事情来堵你的嘴,10.1
4678,在南边打名声云别随你们呸,10.1
4679,先满足了胃I don't care what u say,10.1
4680,为了制造更多的bounce,10.1
4681,为了活得更加的放肆,10.1
4682,算我的算我的反正都是看不惯我的,10.1
4683,谁又真的没烂过呢别后悔队又站错了,10.1
4684,我帮你说不敢说的你可以当个软货,10.1
4685,可以就只玩我玩过的是真的总会闪烁的,10.1
4686,我不想再躲藏了我的风格需要一点点的刺激,10.1
4687,当我开始玩着flow当flow开始更肆意,10.1
4688,我发誓要离开所有的保护变得自立,10.1
4689,怎么可能为了名利为了金钱忘了自己,10.1
4690,看他们更加势利的眼睛,10.1
4691,透着那点微光却在制造着血腥,10.1
4692,CSC的云别keep it rising 保持野心,10.1
4693,要干掉所有缺的泛滥成灾的三连音,10.1
4694,在我边上有的没的,10.1
4695,反正都是混着圈的早就扎成堆了,10.1
4696,反正根本就分不清什么丑的美的,10.1
4697,只要伴到位了怎么都是对的,10.1
4698,都在比谁过的惨,10.1
4699,为CSC打名声必须要让敌人丧了胆,10.1
4700,一条野路走到黑,10.1
4701,那点梗玩够了没,10.1
4702,随你是谁 谁家的谁,10.1
4703,云别的味你学不会,10.1
4704,先来点,10.1
4705,劳白加啤酒才对我的味,10.1
4706,要搞起点事情来堵你的嘴,10.1
4707,在南边打名声云别随你们呸,10.1
4708,先满足了胃I don't care what u say,10.1
4709,为了制造更多的bounce,10.1
4710,为了活得更加的放肆,10.1
4846,没有啊没有啊 what u talking about？,10.1
4847,没有啊 没有啊 没有啊 他说没有啊,10.1
4848,网红照片看了个遍 what？,10.1
4849,觉得她们好看私聊加个微信 估计他们都没有看见 哈哈,10.1
4850,哈哈,10.1
4851,没有啊 没有啊 没有啊 他说没有啊 x2,10.1
4852,我知道有很多的事情我都想不通,10.1
4853,有时候太过清醒的时候连梦都痛,10.1
4854,我只能走一步再看一步,10.1
4855,每一步都很孤独,10.1
4856,大不了我就绕点路,10.1
4857,不就是把青春拿出来当赌注,10.1
4858,倾注我的全部,10.1
4859,怎样都不认输,10.1
4860,一无所有净身出户,10.1
4861,把目光放在当下,10.1
4862,在我的过去放一束花,10.1
4863,给照片买个框架,10.1
4864,再为我的将来布置住家,10.1
4865,也并不是个二代,10.1
4866,不知被何时贴的标签,10.1
4867,希望家里人都健在,10.1
4868,把钥匙挂在腰间,10.1
4869,有事没事都回家喝茶,10.1
4870,不在社交圈里挣扎,10.1
4871,当我受够了那些朋友,10.1
4872,高脚杯里装的红酒,10.1
4873,我从没在意过身份地位,10.1
4874,只明白不付出没有机会,10.1
4875,等到我不再迷茫 脱掉皮囊,10.1
4876,闭紧的双眼 出现在礼堂,10.1
4877,我也从没奢望太多,10.1
4878,学会了在人群中伸缩,10.1
4879,人生电影大段没播,10.1
4880,坦然的面对再去挣脱,10.1
4881,勉强不来,10.1
4882,就放手让他更精彩,10.1
4883,不用说他都能明白,10.1
4884,恰到好处 碰对的人,10.1
4885,机缘巧合 敲对了门,10.1
4886,对拥有的说一声感谢,10.1
4887,但从没停下脚步,10.1
4888,发誓要对得起那每夜,10.1
4889,不用再低落时去找路,10.1
4890,我记得拉住我的双手,10.1
4891,也记得滴过泪的窗口,10.1
4892,我经常去想象着未来有什么惊喜,10.1
4893,但它不听你 可乐亲启,10.1
4894,也不再想跟别人拼比,10.1
4895,只想去做好我自己把背包拎起,10.1
4896,踏上了选择的轨道,10.1
4897,证明着无法被轻易的毁掉,10.1
4898,执念被根深蒂固,10.1
4899,把过往也永远记住,10.1
4900,用现在帮过去闭幕,10.1
4965,从来不掺烟叶,10.1
4966,我手里拿军刀嘴里有核弹,10.1
4967,没跟你商量这儿我说了算,10.1
4968,真刀 真枪 真干的 没几个,10.1
4969,你知道消息再多也没几克,10.1
4970,别在我面前演戏根本不及格,10.1
4971,谁又和谁在谁背后下套呢,10.1
4972,我话里带刀子少往我这儿靠,10.1
4973,准备尖叫 刀子出鞘,10.1
4974,放我的Ghetto狼们吃饱再Freestyle,10.1
4975,先别急着燥 它们还没到呢,10.1
4976,我就早挖好了陷阱等着你跳,10.1
4977,把我丹镇的旗帜插到每个地方,10.1
4978,让我们冲出地牢把敌人碾碎,10.1
4979,抢过了你的麦克让你成为点缀,10.1
4980,小绵羊快跑 虎豹豺狼发威,10.1
4981,让你振聋发聩 我的药效发挥,10.1
4982,就像是从天而降的超级炸弹,10.1
4983,让我成为你的神 或是你的撒旦,10.1
4984,掀起大战 给他们降临大难,10.1
4985,我身体流淌着猛兽的血,10.1
4986,喝几口烈酒 我更加的野,10.1
4987,代表我的阶级继续反抗 瓷,10.1
4988,我混在市井 地牢的士兵,10.1
4989,说唱的精英 别拿我当明星,10.1
4990,生人勿犯 下手我不轻,10.1
4991,就像是一场游戏,10.1
4992,不是比谁说的流利,10.1
4993,这地方孤魂野鬼游弋,10.1
4994,跟我分个高低又是何必,10.1
4995,aye 等着转世投胎得去找阎王,10.1
4996,想着下辈子发财小命延长,10.1
4997,新来的小鬼一帮接一帮,10.1
5186,打开电脑你们全部都是行家,10.1
5187,网络上的行家,10.1
5188,永远只会键盘上面打字的行家,10.1
9832,漫山遍野洪水猛兽你你你之与我的存在,10.1
9833,哽咽这个伤心年代,10.1
9834,我我我撕心呐喊,10.1
9835,沙哑地沉默远影孤帆,10.1
9836,你你你分开波浪,10.1
9837,把歌词埋在我的忧伤,10.1
9838,谁谁谁泣不成声,10.1
9839,九霄云外独守孤灯,10.1
9840,你你你之与我的存在,10.1
9841,哽咽这个伤心年代,10.1
9842,我我我撕心呐喊,10.1
9843,沙哑地沉默远影孤帆,10.1
9844,你你你分开波浪,10.1
9845,把歌词埋在我的忧伤,10.1
9846,谁谁谁泣不成声,10.1
10204,有点夸张有点声张有点慌张有点受了伤,10.1
10205,不想再惹麻烦收了枪,10.1
10206,我还活着他们就为我烧了香,10.1
10207,有人问我理想 有人问我希望,10.1
10208,我希望这问题我能自由地回答,10.1
10209,我的想法他们认为都是笑话,10.1
10210,我自嘲这是有病才有的伟大,10.1
10211,女人一抓一把 感情半真半假,10.1
10212,或许哪的女人卸妆都能给你惊吓,10.1
10213,酒瓶子碎了 酒喝的醉了,10.1
10214,好多男人一样 好多人的现状,10.1
10215,谁都不能也不想改变这种状况,10.1
10216,新年什么奥运跟我也无关,10.1
10217,只关心大盘4000还是能涨到6000,10.1
10218,感情和存款没有一个保险,10.1
10219,汇率在贬 爱情在变 东西都在涨钱,10.1
10220,就像过年每个人都嘴甜,10.1
10221,到了困难时候给你全是做人经验,10.1
10222,面孔有些陌生但是并不影响放松,10.1
10223,放松后再见好像什么都没发生,10.1
10224,没有感情 身份不用说的太清,10.1
10225,就像在做之前想法不用说得太明,10.1
10226,钱给的不少 玩的也不好,10.1
10227,现在我的生活谁都管不了,10.1
10228,该做朋友还是恋人谁都选不好,10.1
10229,在背叛之前没人能够准备好,10.1
10230,放不放弃舍不舍得总是想不好,10.1
10231,没人值得承诺所以全都不说了,10.1
10232,钱花的越来越多 朋友越来越少,10.1
10233,年龄越来越大但是家里越来越吵,10.1
10234,代沟不断扩大 每天跟父母吵架,10.1
10235,思想不能统一包括所有的想法,10.1
10236,最亲的人在身边每天都在疏远,10.1
10237,看到太多家庭都在慢慢地解散,10.1
10238,my fans一批一批全都毕业走了,10.1
10239,只有我的歌曲还是一直在那守着,10.1
10240,从起点到现在从来没有物质收获,10.1
10241,可我的每个女友都想过物质生活,10.1
10242,亲眼看着她们一个个慢慢离开,10.1
10243,眼泪留不出来因为实在太悲哀,10.1
10244,想重新开始脚下换了一双新的耐克,10.1
10245,却低头发现每条路我好像都走过,10.1
10246,这首歌 用来诠释真正的我,10.1
10247,如同赤裸 不怕再过火,10.1
10248,五年的忍耐 就放在一次说,10.1
10249,积压了太久放不出的太多,10.1
10250,只怪我太傻太堕落,10.1
10251,将自己的内心连同上锁,10.1
10252,像固执的石头 排斥着污垢,10.1
11926,你错了 你当年就不应该进来,10.1
11927,现在又变本加厉沉浸其中不知悔改,10.1
11928,你落下了不少学业 荒废了太多时间,10.1
11929,竟然还决定付诸下个十年去实践,10.1
11930,我没错,10.1
11931,无论重来多少次我的选择依然如此,10.1
11932,从breaking poppin到rap都留有我的故事,10.1
11933,在节奏中沉醉在音律中度日,10.1
11934,哪怕流落街头也愿用一生 去赋诗,10.1
11935,也许你站在舞台上观众会高呼西米,10.1
11936,但你甚至不能以此为业make more money,10.1
11937,你根本没法成名看你那可怜的播放点击,10.1
11938,专辑能卖出十张那都该谢天谢地,10.1
11939,我喜欢手握麦克风即使没有听众,10.1
11940,利欲熏心也必须保持原则的轻重,10.1
11941,是否能够成名 这不是问题关键,10.1
11942,为数不多的人我相信一定懂我的观念,10.1
11943,你的家境不好 父母给你的青春,10.1
11944,你却不断把它大把的浪费不务正业,10.1
11945,这是种挥霍,10.1
11946,灵感闪现时我废寝忘食 思绪转化为字句,10.1
11947,难道寒窗苦读才算拼搏 谁定义的对错,10.1
11948,你现在的任务是考所好的大学,10.1
11949,找不到好的工作怎么展示雄才大略,10.1
11950,我会努力 看着我 相信我 但你怎么就能,10.1
11951,确定我注定堕落不能成就大业,10.1
11952,最好尽快结束你这场可笑的梦,10.1
11953,最好尽快结束你这场可笑的梦,10.1
11954,也许会悔恨万分 当我蹒跚了身形,10.1
11955,可至少曾经 我投入过真情,10.1
11956,也许会悔恨万分 当我蹒跚了身形,10.1
11957,可至少曾经 我投入过真情,10.1
11958,对了提醒你一定管好自己的嘴,10.1
11959,诉说的越真实越容易把身边的人得罪,10.1
11960,还信口要用语言的笔来素描这个烂社会,10.1
11961,好好看看你自己 不就只剩这套烂设备,10.1
11962,这个社会他病了 身边的人也都病了,10.1
11963,是随波逐流还是抵抗直到生命殆尽呢,10.1
11964,我选择后者 于是存留一段文字一首歌,10.1
11988,还是在east  side,10.1
11989,孩子们意外的不是我的归来,10.1
11990,看不起别人别看不起自己,10.1
11991,谁给你机会忽略忽略不了对我的重视,10.1
11992,我还是像个斗士般还是这身打扮,10.1
11993,所以才能一直坚持到今天,10.1
11994,跟着我的从来没有一个人是盲目的迷恋,10.1
11995,所以我们的立场始终没有人能够左右,10.1
11996,不管是过去未来还是现在,10.1
11997,光光的计划还是很大,10.1
11998,就像今天我的兄弟飞的还是很大,10.1
11999,就像背后说我坏话当面还是很怕,10.1
12000,我不会在乎那些狗屁东西给我施加压力,10.1
12001,只会给我动力让我翻越一座山,10.1
12002,从最早你从网路上找我的饶舌听,10.1
12003,如果你们真的不知道要怎么样子才能够继续保持这么帅,10.1
12004,yes 我太快要怎么能够做到足够快,10.1
12005,哥们儿这才刚开始呢,10.1
12006,可是对面的mirror 告诉我的hero 怎么还是感觉不够帅,10.1
12007,达到你的燃点就不会被打败他们以为我累了,10.1
12008,如果你能紧随其后这么感觉来也不赖,10.1
12009,胜几场仗我几乎没损将折兵,10.1
12010,游戏才刚开始呢,10.1
12011,有几个人知道要怎么才能够到达真的utopia,10.1
12012,我做了几年的音乐,10.1
12013,那都只是预热,10.1
12014,打我而家就去打仗,10.1
12015,打属于我自己既一场仗,10.1
12016,假若现实世界根本就系一个战场,10.1
12017,假如现实要我去打一场假仗,10.1
12018,歌舞升平既世界几可听到凯旋歌曲,10.1
12019,曲终人散既时候只有剩低几个几个,10.1
12020,我为我 既生命战斗要我保卫我,10.1
12021,我话我进一步退一步我都难过,10.1
12022,我想我放弃我唔再识分对错,10.1
12023,想著 感著 看著 听著,10.1
12024,能不能听到有个号声响,10.1
12025,是否每个人都是盲将,10.1
12026,你的字言能否当手枪,10.1
12027,然后将它描在我身上,10.1
12028,你当我死 我还在站著,10.1
12029,战艇你毁了 但我还在战著,10.1
12030,就那么一句话 就得把我毁了,10.1
12031,慢著 什么国旗 谁在下命令,10.1
12032,谁的747 谁制我死定,10.1
12033,谁是我的敌人,10.1
12034,不可能是好人 是品质差的人,10.1
12035,无法容忍者不是军人怎么确认,10.1
12036,一个都不认识,10.1
12037,仍知没仁义没仁慈,10.1
12038,背著世界的负担,10.1
12039,听我喊到换人 奂仁,10.1
12040,还我 仍是我的自尊,10.1
12041,有一刻你发现能精神敌倒欲望,10.1
12042,习惯熬过你的妄想,10.1
12043,你所有悲伤,10.1
12044,死亡是否可能是我生命的解放,10.1
12045,问题是我知何时但不知为何要解放,10.1
12483,每一次分叉 口我都仔细斟酌,10.1
12484,现在我站在这里,10.1
12485,太阳它照常升起,10.1
12486,不管遇到什么笑着面对才是真理,10.1
12487,左右两个自己面对面地看着,10.1
12488,没有人会知道哪一个是我,10.1
12489,那么多人藏着那么多的人格,10.1
12490,你所拥有的 不止一个,10.1
12491,有时面对着镜子里的自己,10.1
12492,像是 面对着另一人的质疑,10.1
12493,到底 哪一个身份真正是你,10.1
12494,用着同一只手写着不同的日记,10.1
12495,就是那么刺激,10.1
12496,我白天是白色的,10.1
12497,来到讲台上给孩子们开课,10.1
12498,到了黑夜里,10.1
12499,背起了堆满的罪恶变成危险的怪客,10.1
12500,那么是否分裂人格,10.1
12501,是否违背道德规则,10.1
12502,是否在你眼里不管真的假的,10.1
12503,对这世界只能存在一种配合,10.1
12504,可是身正不怕影子斜,10.1
12505,我只做我认为对的,10.1
12506,总有一天会让那些带着有色眼镜的评判者在我面前老实地跪着,10.1
12507,左右两个自己面对面地看着,10.1
12508,没有人会知道哪一个是我,10.1
12509,那么多人藏着那么多的人格,10.1
12510,你所拥有的 不止一个,10.1
12511,总是刻意隐藏 害怕引狼入室般紧张,10.1
12512,大门不敢挂铃铛 大雄不敢爱静香,10.1
12513,虽然每一个人被那上帝所创造的时候只配拥有一颗心脏,10.1
12514,但是上帝他永远都不懂人类的灵魂承载着双倍的重量,10.1
12515,男人为了生存换上了女装,10.1
12516,女人为了生存不得不举枪,10.1
12517,所以即使鬼卞为人危险,10.1
12518,作为教师也并不是伪装,10.1
12519,什么非黑即白 老师我黑白通吃,10.1
12520,真正的灵魂在哪儿看我的黑板通知,10.1
12521,即使动身在外 风声再坏 也看遍了 众生百态,10.1
12522,这钟声太快 眼光衰败 早就见怪不怪,10.1
12523,上下颠倒的时代 在哈哈镜里摇摆,10.1
12524,下一秒钟我是谁 请你先别太见外,10.1
12525,左右两个自己面对面地看着,10.1
12526,没有人会知道哪一个是我,10.1
12527,那么多人藏着那么多的人格,10.1
12528,你所拥有的 不止一个,10.1
13371,做个男人真难 这么多责任真烦,10.1
13372,不管世界多昏暗 身边事有多纷乱,10.1
13373,一步一步冷静地推断 放下身段,10.1
13374,满足身边人的期盼 成功那么稀罕,10.1
13375,将财富积攒 拒绝凄惨 的生活依然,10.1
13376,被命运羁绊 感受到了呼喊,10.1
13377,使命它在呼喊 英雄孤胆 众生在哭喊,10.1
13378,不一般的谈吐 配猜不穿的城府,10.1
13379,画一张搞不懂的棋谱 让对手看糊涂,10.1
13380,他的大脑刚出土 大好的前途,10.1
13381,看不透我铺的路要带你到何处,10.1
13509,同学们刚坐下就开始换着名片,10.1
13510,各种业务交流有些还发着请柬,10.1
13511,对面卖炸鸡的说他刚在哪里买了房,10.1
